uid,name,url,rating,rank,description,thumbnail
536,Evolution,https://boardgamegeek.com/boardgame/155703/evolution,6.88314,537,"In Evolution, players adapt their species in a dynamic ecosystem where food is scarce and predators lurk.  Traits like Hard Shell and Horns will protect your species from Carnivores, while a Long Neck will help them get food that others cannot reach. With over 4,000 ways to evolve your species, every game becomes a different adventure.
Evolution packs a surprising amount of variety for a game with simple rules.  The variety comes from the synergies between the trait cards and from the different personalities at the table.  Some players thrive on creating Carnivores to wreak havoc on their fellow players.  Others prefer to stay protected and mind their own business.  Evolution encourages both play styles by giving each of them multiple paths to victory.  And it is the mix of play styles at the table that ultimately determines the ecosystem in which the players are adapting.  So gather your friends and see who can best adapt to the changing world around them.

""The theme of evolution is not just tacked on: it drives play."" - Nature (the world's most prestigious scientific journal)  
Evolution was covered in the journal Nature.  The article was written by Stuart West, a Professor of Evolutionary Biology at the University of Oxford who has used Evolution in his undergraduate class.  

 https://boardgamegeek.com/thread/1487263/evolution-and-other-evolution-themed-games-nature
 https://boardgamegeek.com/thread/1580710/using-game-evolution-teach-evolution

",https://cf.geekdo-images.com/wo_EYno7S66psGPMl_JtiQ__previewthumb/img/liqZdPA0XVnRI_Z5RchsaI_iHv0=/fit-in/300x320/filters:strip_icc()/pic3543505.jpg
537,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,https://boardgamegeek.com/boardgame/183562/star-wars-x-wing-miniatures-game-force-awakens-cor,6.88289,538,"From the publisher:
Featuring beautifully detailed painted miniatures, X-Wing is a two-player game of dramatic starfighter battles set in the Star Wars universe. You and your opponent take command of Resistance X-wings and First Order TIE fighters, then battle head-to-head for the fate of the galaxy.
Secretly plot your maneuvers, fly at your enemies, take aim, and fire. It takes just minutes to learn the rules, but the nearly limitless possibilities for squad building, along with the ability to expand your fleet with other ships from the game’s expansions, ensure that you’ll find plenty of Star Wars action to explore and enjoy for years to come!
X-Wing is a two-player miniatures game of fantastic, high-speed dogfights. Now, for the first time, you can enjoy these dramatic space battles with the incredible new starfighters from The Force Awakens!
The Force Awakens Core Set is the heart of your X-Wing experience and contains everything that you and a friend need to start playing, including three painted plastic ships – one Resistance T-70 X-wing and two TIE/fo fighters.
",https://cf.geekdo-images.com/XbHyT8MyD-FLorGeWAHjzg__previewthumb/img/uVZtEgXslLNf7x6SI3v_RO8r3ts=/fit-in/300x320/filters:strip_icc()/pic2654558.png
538,Automobile,https://boardgamegeek.com/boardgame/39351/automobile,6.88218,539,"Automobile is a 3-5 player game that bears a modern setting when compared to most of Wallace’s releases. Players are competing in the U.S. auto industry in the early 20th century, purchasing factories that turn out low-, medium- and high-valued vehicles, starting with the 1893 Duryea and moving through history from there.
Each player knows a portion of the market demand each round and must make his purchasing and manufacturing decisions based on the information. Players can fund distributors across the country, but if they don’t supply distributors with vehicles to sell, they go bankrupt, taking your investment with them.  Alternatively, players can drop the prices on their cars to move their market share, or even temporarily improve sales rates at the cost of research. Special action spaces are available that give a player a one-turn special ability with the actions provided by Ford, Durant, Kettering, and others somewhat related to their actual business history.
As newer models make their way onto the market, they sell at the expense of the older models.  Older factories give inefficiency cubes as time passes, encouraging you to keep pace with technology.
To get money, you need to build cars with your factories, but if you build more than there is demand they lose not only the money spent to make them, but gain inefficiency cubes that hurt them for the rest of the game. Whoever manages their car factories the best over this 120-150 minute game will win.
",https://cf.geekdo-images.com/lJOntTfaU-lbCZsFcRxA8A__previewthumb/img/0Y2uIyQ6PIBBYKb7tE1yZzt6Uzc=/fit-in/300x320/filters:strip_icc()/pic744514.jpg
539,Through the Desert,https://boardgamegeek.com/boardgame/503/through-desert,6.88208,540,"Each player attempts to score the most points by snaking caravan routes through the desert, trying to reach oases and blocking off sections of the desert. Many people feel that it is reminiscent of Go.
Publisher's Description
From the award-winning game designer Reiner Knizia comes a game of strategy, patience, and cool plastic camels! The desert is still treacherous, mysterious, and without mercy. But for those willing to risk the dangers of the shifting, sun-baked sands, the desert holds riches beyond compare.
 In Through the Desert, two to five players each control a tribe of nomads vying for control of the desert. By establishing caravans and taking over oases, the players gain points as their tribes increase in power.
Strategy is essential in deciding how and where to build your tribe's caravans. There are multiple ways to gain points and several ways to win. Should you try to build the longest caravan? Or should you dominate the desert's oases? Don't forget to keep an eye on your opponents' caravans, or you may find your own tribe cut off from valuable water holes.
Through the Desert is part of the so called Knizia tile-laying trilogy.
",https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__previewthumb/img/j4EzzUU6fsC1eT7OGyfUTk-4ZcA=/fit-in/300x320/filters:strip_icc()/pic3764263.jpg
540,Conan,https://boardgamegeek.com/boardgame/160010/conan,6.88183,541,"Conan, designed by Fred Henry and based on the Conan universe by Robert E. Howard, is a scenario-based semi-cooperative asymmetric miniatures board game. One player is the Overlord, playing the opposition forces, and the other players (1 to 4) play Conan and his companions: Shevatas the thief, Hadrathus the Priest/Sorcerer, Belit the pirate queen, Valeria the warrior, etc. The game is based purely on Robert E. Howard's novels and short stories (and not the movies or other non-Howardian material). The publisher has hired Patrice Louinet, a Howard expert, to make sure the art and the scenarios are compatible with Howard's vision.
Each game is a scenario, played on a map. There are 4 maps included in the retail copy of the game, and each map can have several scenarios set on it. The game is fast, one hour approximately. It's possible to play several scenarios in a campaign, but you can also play each scenario individually. There are 9 scenarios in the base box.
At the beginning of a scenario, players choose their team (Conan and two or three other heroes). The Overlord gathers all the miniatures (picts, Necromancer, skeleton warriors, monsters, etc.), tokens, and cards from the chosen scenario. The game usually plays in a limited number of turns (ten, for instance). Each scenario can have very different objectives: find the princess captured by picts and hidden in a hut and leave the camp before the pict hunters return; find the magical key to open a sealed door, steal the jewel and leave; kill the Necromancer by the end of turn 10; survive by the end of turn 10; escape the prison; etc.
During their turn, the heroes can activate or rest. If they activate, they can spend ""gems"" from their energy pool to do all sorts of actions: move, fight (melee or distance), defend, pick a lock, reroll, etc. If they rest, they can move a lot of gems from their ""spent"" pool box to their ""available"" pool box. When they take an action, they throw a number of dice equal to the number of gems they put in their action. There are three different kinds of dice: yellow (the weaker dice), orange (medium) and red (strong). Each character has a color based on their specialty: Conan throws red dice in combat while the Sorcerer throws yellow dice in combat; the thief throws red dice in Manipulation actions, while Conan throws orange dice; etc. Each player can have equipment cards (armor, magic potions, weapons, etc.) which give them bonuses on their dice rolls.
The Overlord plays differently. He uses a board with eight slidable tiles, plus his own Energy gems. Each tile corresponds to one unit (1 to 3 miniatures) on the game mat, and all of the miniature abilities are written on this tile (movement, armor, attack, special abilities). The tile position on the board corresponds to the numbers 1-8. The Overlord has a pool of energy gems and each time he activates one unit, he needs to spend a number of gems matching the tile placement: tile#1 costs 1 energy gem, tile#2 costs 2 gems, etc. Whatever tile the Overlord chooses to activate, he spends the corresponding energy cost (moving his energy gems from the available pool to the spent pool), then takes the tile out and moves it to the end of the sliding track: If he wants to activate this unit again, it will cost him 8 gems, because the unit is now on position 8. The Overlord can activate a maximum of two tiles, and he regains only a certain number of gems each turn (depending on the scenario).
In a typical scenario, the heroes need to accomplish something and the Overlord wins if the heroes fail to reach their objective — but in some scenarios, the Overlord has his own objectives and the Heroes win if they prevent him from accomplishing his goal.
",https://cf.geekdo-images.com/x0VJACjymxo4boRichVVKQ__previewthumb/img/L7sSKREIJ99jB2PK16HKMrKPVp4=/fit-in/300x320/filters:strip_icc()/pic3118623.jpg
541,Broom Service,https://boardgamegeek.com/boardgame/172308/broom-service,6.88155,542,"Score the most victory points by delivering potions via Broom Service throughout the magical realm.
Broom Service is a card-based game that combines luck and skill and balances timely bluffing with clever hand management.
Remake of award-winning Witch's Brew:

New theme! Now with 3 types of roles: witches, druids, and gatherers.
Drizzelda, the weather fairy, helps chase away the bad weather.
New illustrations and game pieces.
Same style of play, and by the same game designer as Witch’s Brew.
New version also includes a 2-player version.

The game is played over 7 rounds, with 4 turns per round. Each round, players simultaneously select 4 of their 10 role cards, and then they take turns playing one role at a time. Each role has a brave action and a cowardly action; the brave action is stronger, but riskier, as another player could steal the action from you later; the cowardly action is safer, but not as robust. How well can you bluff your opponents?
Use the gatherer roles to collect ingredients to make potions, the witch roles to zoom around on your broom to different areas, and the witch or druid roles to deliver the potions, collecting victory points as you go. Chase away lightning clouds with the help of the weather fairy, and keep an eye on the event cards that change game play, one event per round.
The winner is the player with the most victory points after all 7 rounds are complete and end-of-game bonus points have been awarded.
",https://cf.geekdo-images.com/PcxTKtTwov2vxkZZbRVDAw__previewthumb/img/X32evh0_S3MCLT4VRkKVKo5rscQ=/fit-in/300x320/filters:strip_icc()/pic2546156.jpg
542,Struggle of Empires,https://boardgamegeek.com/boardgame/9625/struggle-empires,6.88048,543,"Struggle of Empires recreates the various wars fought between the European powers as they attempted to become the dominant force in Europe and the rest of the world during the eighteenth century.  Build armies and fleets, make alliances, establish colonies, improve your economy, and ultimately wage war to expand your empire.  Be careful, though, as a profligate country can end up being consumed by revolution.
From the designer:
Think of Civilization/Age of Renaissance set in the 18th century. Players take the role of one of the major powers of the period and fight in both Europe and the colonies. The twist to the game is that in each war, players must form into two alliances. Once allied with a player, you cannot fight each other. This means that you do not have the backstabbing of Diplomacy to worry about; if he's allied, he's with you until the end of the war. This means that a player has to think carefully about who he wants to fight against and who he wants to ally with. Very often he will want to ally with his natural enemy and go to war with the guy who doesn't really want to fight him. On top of this, you have lots of improvement tiles that you buy to shape your empire, plus alliances with minor powers, and the possibility of going into revolution. Even though it is a big empire building game, it will scale from 3 to 7 players and has pretty simple rules.
",https://cf.geekdo-images.com/V8J_bg9LKjB6as3Oxp_wtQ__previewthumb/img/9A-vVVkDxNRH7op4qMg_YJGUbyk=/fit-in/300x320/filters:strip_icc()/pic5633386.png
543,Las Vegas,https://boardgamegeek.com/boardgame/117959/las-vegas,6.8796,544,"Developer Stefan Brück at alea describes Las Vegas as ""an easy, dice-rolling, fun-and-luck game with a lot of interaction and 'schadenfreude'"". Who doesn't love schadenfreude? (Well, other than those being schadened, I suppose...)
In more detail, Las Vegas includes six cardboard casino mats, one for each side of a normal six-sided die. For each mat, players draw money cards until at least $50k is showing, but the amount may end up being a lot more, making that casino more desirable.
Each player has eight dice of a different color, which they take turns rolling. When you roll your dice, you can choose to place them on the relevant casino cards; for example, a die showing a 1 will be placed on the casino mat marked ""1"". You must place all dice of one number on one casino in your turn. All players take turns doing this until all the dice have been used. Finally, the player with the most dice on each casino card takes the money associated with it. In case of a tie, the next non-tied player takes the highest-valued money card at that casino.
Las Vegas rates a 1 out of 10 on alea's difficulty scale.
",https://cf.geekdo-images.com/aQJ0HRKx2mobP0g3FCeR_Q__previewthumb/img/omC0cSTGxwls4kNF6xRaISBRWpk=/fit-in/300x320/filters:strip_icc()/pic1261796.jpg
544,Fantastic Factories,https://boardgamegeek.com/boardgame/216600/fantastic-factories,6.87959,545,"It's a manufacturing arms race! Compete against other players as you try to build the most efficient set of factories in the shortest time. You must carefully manage your blueprints, train your workers, and manufacture as many goods as possible in order to achieve industrial dominance!
In Fantastic Factories, you race to manufacture the most goods or build the most prestigious buildings. There are elements of dice rolling, worker placement, engine building, resource management, tableau building, simultaneous play, and some card drafting. Each round is split into two phases, the market phase and the work phase.
During the market phase, you choose to either acquire a new blueprint for free or pay to hire a contractor. Blueprints are used to construct new factories during the work phase. Contractors can be used to reinforce your strategy by providing resources or allowing you to roll additional dice. You need to be mindful of what cards are available in the marketplace and the strategies your opponents may be pursuing.
During the work phase, all players simultaneously roll their dice and use their dice as workers to run factories. Factories start as blueprints and need to be constructed. Once constructed, each factory can be used once each turn. Worker placement can happen in any order and figuring out the correct sequence can enable a powerful chain of actions. Additionally, you can build training facilities that allow you to manipulate the dice values of your workers. Each work phase is like solving a unique worker placement puzzle in order to optimize your output of resources and goods.
Once any player has manufactured 12 goods or constructed 10 buildings, the game end is triggered and one additional and final round is played. The player with the most points wins (combination of building prestige and manufactured goods). With over 30 unique blueprints and countless synergies across buildings, each game is unique. Fantastic Factories offers a lot of replay value and satisfaction as players discover new factory engines with each game.
—description from the publisher
A large collection of solo puzzles have also been created for Fantastic Factories along with official tools to create more. This puzzle collection can be found in the BGG Play-By-Forum area.
",https://cf.geekdo-images.com/AzNYQ2o-SXBAHFpPPtRBIw__previewthumb/img/MbuOaVVcTl48lB87wyQgxO3NKtg=/fit-in/300x320/filters:strip_icc()/pic4095959.png
545,High Society,https://boardgamegeek.com/boardgame/220/high-society,6.87948,546,"In Reiner Knizia's High Society, players bid against each other to acquire the various trappings of wealth (positive-number and multiplier cards) while avoiding its pitfalls (negative number and divisor cards).  While bidding, though, keep an eye on your remaining cash - at the end of the game, even though all those positive-number cards might add up to a win, the player with the least money isn't even considered for victory.
In 2003 re-published by Überplay.
In 2003 published with a new theme by Amigo as Einfach Tierisch.
In 2006, published by University Games as Animalement Vôtre (French version) and Beestenveiling (Dutch version).
In 2008, re-published by Eagle-Gryphon Games
In 2018, re-published by Osprey Games
",https://cf.geekdo-images.com/_3wm5Ikl8NtF6oTQ5KT-1g__previewthumb/img/tMOgLkI8cXT6acmTlRtdgELbVIc=/fit-in/300x320/filters:strip_icc()/pic3894197.jpg
546,Carson City,https://boardgamegeek.com/boardgame/39938/carson-city,6.87936,547,"Carson City is a strategic game played in four rounds, and in each one of them, the players choose a character from the seven available that gives certain advantages.
After selecting characters, your cowboys are placed on action track locations that allow you to construct buildings, houses, or roads; claim ground; earn money; or score victory points. When more than one player is on the same location, get ready, it is time for a duel! Roll the dice and see if you are the last one standing and lay claim to the goods!
During the game, you can take various actions that earn you victory points for your plots, pistols (the hired help), and buildings. At the end of the game, your buildings, houses, mountains, and money contribute to your victory points, and the person with the most points wins. So go round up your posse of gunslingers and get ready for some Wild West action in Carson City!
",https://cf.geekdo-images.com/DxNZPNkfjS-exbFa_ASi0Q__previewthumb/img/dL2KVZGF94hsRyU3KvMHVOIVi-Q=/fit-in/300x320/filters:strip_icc()/pic577030.jpg
547,Carcassonne: Hunters and Gatherers,https://boardgamegeek.com/boardgame/4390/carcassonne-hunters-and-gatherers,6.8788,548,"Carcassonne: Hunters and Gatherers is a standalone game in the Carcassonne series set in the stone age.
As in other Carcassonne games, players take turns placing tiles to create the landscape and placing meeples to score points from the map they're creating. The player with the most points at the end of the game wins.
Instead of cities, roads, and farms, Carcassonne: Hunters and Gatherers has forests, rivers, lakes, and meadows. Players' meeples can represent hunters (when placed in the meadows), gatherers (in a forest), or fishermen (on a river segment). They also have huts, which can be placed on rivers or lakes to get fish from the entire river system.
It includes many of the familiar mechanics from Carcassonne with a few new rules, including:
- A player who completes a forest with a gold nugget in it gets to immediately draw and place 1 of 12 bonus (menhir) tiles.
- A meadow is worth 2 points for every animal in it, except tigers, which negate certain other animals.
- A river segment is worth the number of tiles in the segment plus the number of fish in the lakes at each end.
- A fishing hut scores at the end of the game and is worth the number of fish in all the lakes connected by rivers.
The Devir edition includes (the relevant part of) the Carcassonne: King & Scout expansion
In the 2020 edition 
- Some of The Scout special tiles are transformed into menhir tiles of which there are more now.
- A deer scores 1 point, an aurochs 2 points and a mammoth 3 points on meadows. 
- Rivers score for fish in the river segments as well, not only the fish in the lakes at each end. Fishing huts likewise.
- Players each get 3 huts instead of just 2.
",https://cf.geekdo-images.com/NSD4L9c-rY5OOlJYFlQ2Wg__previewthumb/img/qJ75hN44q0wyfqO2oUwEHGPqAHw=/fit-in/300x320/filters:strip_icc()/pic5647234.png
548,Tobago,https://boardgamegeek.com/boardgame/42215/tobago,6.8778,549,"Tobago is an adventure game in which the players use representations of treasure maps to locate unknown treasures. During the game, more and more information about the location of a treasure is revealed and its possible locations are gradually narrowed down. When the location of one of the treasures is finally revealed players try to reach it as quickly as possible to secure the findings. The more clues you have provided, the more of a stake you will have in the loot.
Players can carefully play their clues and use bonus-action gems to influence where and when the treasure is found in order to ensure a more favourable outcome when the loot is finally 'dug up' and shared.
The game features a 3 piece, double-sided, modular game board which can be rearranged to create 32 possible island arrangements.
",https://cf.geekdo-images.com/fuC2C10_6QK84R45Mseojw__previewthumb/img/aXuRa2zUzSSG8jd_sTeN0rvOE5c=/fit-in/300x320/filters:strip_icc()/pic596625.jpg
549,Francis Drake,https://boardgamegeek.com/boardgame/140603/francis-drake,6.87588,550,"Game description from the publisher:
Return to a bustling Plymouth Harbor in 1572 as an aspiring Elizabethan captain making preparations for three exciting voyages to the Spanish Main in search of fame and fortune! As captains, players will have to plan their missions and provision their ships accordingly.
Francis Drake is a race to see who can set sail and reach the Spanish Main first. The riches of the Aztec and Inca Empires await these swashbuckling captains. Many tough decisions must be made before each voyage:

How many crew members, guns, and trade goods will be needed?
What supplies will be needed to reach deep into the Caribbean?
Will a stronger galleon be needed to attack the treasure fleets?
Can special charts from the Spanish Admiral and Governor help?
Will the Queen or rich investors back the voyage?
What information can the informer give?
Will Drake himself be available to guide the voyage?
Who will get the use of the Golden Hind?

Each new voyage has its own challenges to overcome, but the captured gold, silver, and jewels should greatly please the Queen. Get ready for the voyage of a lifetime!
",https://cf.geekdo-images.com/JhevUw6bY6Pz6YLQsD2qdg__previewthumb/img/UgnDuGCqO8-73XEIXydOXxDyFRU=/fit-in/300x320/filters:strip_icc()/pic1616979.jpg
550,A Game of Thrones,https://boardgamegeek.com/boardgame/6472/game-thrones,6.87413,551,"Description from the publisher:
War and chaos are engulfing the lands of Westeros. The great Houses are vying for control of the Iron Throne using the old tools of intrigue and war. Yet while the war for Westeros rages, grave dangers gather in the cold North, and an ancient enemy is gaining momentum in the distant East.
In A Game of Thrones: The Board Game, players take control of one of the great Houses of Westeros. Via resource management, diplomacy, and cunning, they seek to win dominance over the land. Players must give orders to armies, control important characters, gather resources for the coming winter, and survive the onslaught of their enemies. A unique phase mechanic, battle resolution, and special ordering system make for an engaging game in which all players are actively involved at all times.
Reimplemented by:

 A Game of Thrones: The Board Game (Second Edition) (2011)


",https://cf.geekdo-images.com/Gr3qfzoK-428kv1M9WUG1Q__previewthumb/img/tP7hSVisC14EsChGb8PocuQT-K4=/fit-in/300x320/filters:strip_icc()/pic1222116.jpg
551,Blood Bowl (2016 Edition),https://boardgamegeek.com/boardgame/212445/blood-bowl-2016-edition,6.87147,552,"Description from the publisher:
Blood Bowl is a game of Fantasy Football. The basic game features a match between two teams drawn from a number of fantasy archetypes, playing a warped version of American Football.
The Blood Bowl boxed game contains two teams: Humans, an all-round team who are flexible enough to adapt to any style of play, or Orcs, who make up in brute force what they lack in finesse. The teams are represented by coloured plastic miniatures, and push-fit assembly is required before use. The game is expandable, and additional rules and teams will be made available through expansion sets and supplements.
Actions in the game are resolved through the use of dice. Regular six-sided dice are used to make tests in a number of cases, such as when a player attempts to pick up the ball, pass it, catch it or dodge past an enemy player. Custom dice are used when one player wishes to Block another, using graphics to represent each of the different (but all violent) potential outcomes.
The rules in this edition of Blood Bowl are almost identical to those found in the Competition Rules Pack, which was the culmination of several years of development of the Blood Bowl Living Rulebook. This has resulted in an incredibly well-honed game which sees regular competition play around the world. In fact each team takes turns moving, blocking and advancing the football down the field. The game comes with plastic miniatures.
This game is a part of the Blood Bowl Series.
",https://cf.geekdo-images.com/1To3fG0-1ZpX1vfcHGHHYg__previewthumb/img/FjLXwV2PPEC0dujjIyFfQpOQIts=/fit-in/300x320/filters:strip_icc()/pic3254491.jpg
552,Star Wars: Destiny,https://boardgamegeek.com/boardgame/205359/star-wars-destiny,6.8701,553,"


GAME SYSTEM



 This entry is to allow for discussion/rating of the game system as a whole. It is not for a specific product or release. Versions will appear on the individual item pages.




Star Wars: Destiny is a collectible dice and card game of battles between iconic heroes and villains that encompasses characters, locations, and themes from the entire Star Wars saga.
In Star Wars: Destiny, two players engage in a fast-paced duel, each striving to eliminate the other's characters first. The game's innovative mechanisms combine dice-driven combat with faction-driven hand management. Straightforward rules make the game easy to learn, but also enable deep strategic thinking and clever deck-building. Players can create decks that include characters from every faction and any era, as long as heroes and villains are on opposite sides of the fight. For example, Padmé Amidala might fight alongside Rey and Finn, taking on Jabba the Hutt, Kylo Ren, and Jango Fett.
Each round, you use your characters' abilities, an assortment of dice, and a carefully constructed thirty-card deck filled with events, upgrades, and supports. You and your opponent alternate actions: activating your dice, playing cards from your hand, attacking your foes, and claiming the battlefield. You need to prove your skills and defeat your opponent's characters to claim your destiny!
At launch in November 2016, Star Wars: Destiny consists of two starter sets — Rey and Kylo Ren, each with nine dice and 24 cards — and the Awakenings booster packs, each containing one die and five cards.
—description from the publisher
",https://cf.geekdo-images.com/wXqxBwfHnCCkPA04L6g2Og__previewthumb/img/QjxYoiu_8hqRG1Hbv586Mkz1Qh0=/fit-in/300x320/filters:strip_icc()/pic3363466.jpg
553,A Game of Thrones: The Card Game (Second Edition),https://boardgamegeek.com/boardgame/169255/game-thrones-card-game-second-edition,6.86926,554,"In A Game of Thrones: The Card Game, the warring factions of Westeros await your command, inviting you to engage in a life-or-death struggle. In every game, you select devious plots and challenge your opponents on the field of battle, through back alley intrigue, and in the political arena. Whether you play a against a single opponent, in a game known as a joust, or engage in a battle of three or more players, called a melee, winning challenges against your opponents is the way to victory.
Your ultimate goal in A Game of Thrones: The Card Game is to gain influence over the greatest seat of power in Westeros: the Iron Throne! To achieve this goal, you must call upon iconic characters, such as Tywin Lannister, Robb Stark, Stannis Baratheon, Daenerys Targaryen, Euron Crow's Eye, The Red Viper, and dozens of others. You must maneuver the members of your House and your allies in a constant battle to gain power. The first player to claim fifteen power wins!
In the game, each player has two decks: a draw deck and a plot deck. Your draw deck contains the tactical elements of your struggle, including the characters, locations, attachments, and events that you call upon in your struggle to claim the Iron Throne. You can command characters from throughout A Song of Ice and Fire, and you can march forth from the icy walls of Winterfell or muster your armies around Casterly Rock. You may even equip your characters with storied weapons, such as the Valyrian steel blades Ice or Widow's Wail. The draw deck holds these powerful characters, locations, attachments, and events. This deck is randomly shuffled and players draw their hands from this deck.
At the start of each round, each player simultaneously chooses and reveals one of the plot cards from their individual seven-card plot decks. Your plot for a round determines how much gold you can spend on cards, which player starts with initiative, and how powerful your challenges are. Your plot also bears a reserve value, which determines how many cards you can keep in your hand past the end of the round. Plots may also offer powerful effects that can trigger when the plots are revealed or persist to shape the entire game round. You may scorch the earth with a deadly wildfire assault, or call upon all players to support the faith of the Seven.
A Game of Thrones: The Card Game (Second Edition) differs from the first edition of the game due to elements being cut, elements being revised or updated, and elements being added. Influence was a holdover from the game's origin as a CCG and is now unnecessary, while crests offered nothing to distinguish them from traits and made the game more difficult for new players to learn. Existing keywords have been pruned, and some new keywords have been added to showcase the most interesting and essential interactions.
The timing rules — such as the details of moribund, passive effects with triggers, and save/cancel responses — will be replaced with a more straightforward timing system that takes advantage of the Interrupt, Reaction, and Forced triggers that have been successfully employed in some of FFG's newer LCGs.
The second edition also includes two new factions beyond the six Houses in the first edition. New deck-building rules empower players with more options in combining factions, alongside a means of building more focused and specialized plot decks.
",https://cf.geekdo-images.com/2gP4Uti9RPquZVlweeapLw__previewthumb/img/8X2z3tClt0qJjKcNvUNzCVWRDc4=/fit-in/300x320/filters:strip_icc()/pic2783386.jpg
554,Silver & Gold,https://boardgamegeek.com/boardgame/270673/silver-gold,6.86925,555,"Distant islands with golden treasures — who hasn't dreamed of that?!
Silver & Gold combines simple rules, fast action, luck, and planning as players try to complete treasure map after treasure map, with the maps being printed on wipeable cards to allow for endless adventures...
",https://cf.geekdo-images.com/qaQvZdQ3cDdhH29DOwMeiA__previewthumb/img/ge2JvH0fbHCOhSj1ppgzMw9-7_8=/fit-in/300x320/filters:strip_icc()/pic4538992.png
555,Dice Throne: Season One,https://boardgamegeek.com/boardgame/216734/dice-throne-season-one,6.86907,556,"Dice Throne is a game of intriguing dice, tactical card play, powerful heroes, and unique abilities.
It's a fast-paced 2-6 player combat game (1v1, 2v2, 3v3, 2v2v2, or free-for-all). Select from a variety of heroes that play and feel completely distinct from one another. Attack opponents and activate abilities by rolling your hero's unique set of five dice. Accumulate combat points and spend them on cards that have a large range of effects, such as granting permanent hero upgrades, applying status effects, and manipulating dice directly (yours, your teammate's, or even your opponent's).

Let's take a look at a turn of a 1v1 game.
The game begins with 2 players selecting their heroes. Player One chooses Moon Elf and player two picks Barbarian. Each player begins the game with 50 HP (Health Points).

Player One (the Moon Elf) won the roll to go first. The Moon Elf draws their 4 starting game cards and begins the game with 1 CP (Combat Point). 

Note- The player that wins the starting roll does not draw a card (above their starting hand of 4) or gain CP above their 1 starting CP. 


The Moon Elf then checks for status effects (like poison, or Burn) to resolve.
The next phase is called Main Phase (1). This is where the Moon Elf player can upgrade their hero board with cards from their hands if they have enough CP to pay for the upgrades. They can also play any Main Phase Action cards (blue cards).
Then they enter the Offensive Roll Phase. The Moon Elf can take up to 3 roll attempts (with their 5 dice) to accomplish an action or attack from their hero board. After deciding on an action within the 3 roll attempts an action is declared.
Then the Defensive Roll Phase begins where the opponent (Barbarian) can use their defensive roll (as it appears on their hero board). The amount of damage or incoming status affects are resolved and that concludes the Defensive Roll Phase.

 During Offensive and Defensive Roll Phase any player can play Roll Phase Action cards from their hand as long as they have the CP to pay for it.

The Moon Elf player enters their second Main Phase where they can do any final hero board upgrades or play blue Main Phase Action cards.
The Moon Elf then must discard any extra cards over 6 from their hand.
The Barbarian player begins his turn by drawing one additional card (over his starting hand of 4) and gaining one CP (Combat Point) for a total of 2.
The Barbarian then follows the same phases the Moon Elf.

The game alternates hero turns until one player is at 0 Health.

DiceThrone is for 2-6 players, ages 8+, and runs 20-30 minutes for a battle. With the ever expanding gallery of heroes the game feels fresh each time you jump in!
",https://cf.geekdo-images.com/crZpafHHxItU5EWPCgNbPA__previewthumb/img/gCvHPRQUvtLPl9cNSft96_494HU=/fit-in/300x320/filters:strip_icc()/pic3962955.jpg
556,Gears of War: The Board Game,https://boardgamegeek.com/boardgame/42776/gears-war-board-game,6.86864,557,"Game description from the publisher:
For a time, the humans of Sera knew peace...then Emergence Day came. The Locust horde arrived without warning, and countless horrors spilled forth from their underground burrows. The Coalition of Organized Governments (COG) struggled to fend off the subterranean threat, but their defenses were quickly crushed. With billions dead, humans turned their weapons of mass destruction on their own cities to deny the enemy control. Now the long struggle against overwhelming odds approaches one final, desperate stand.
Gears of War: The Board Game, designed by Corey Konieczka, is based on the wildly popular third-person shooter by Epic Games. One to four players take on the roles of COG soldiers cooperating to destroy the Locust horde, and must work together to complete missions against an ingeniously challenging and varied game system. In Gears of War: The Board Game, you’ll relive classic moments from Gears of War and Gears of War 2 – Roadie Run into cover, spray your enemy with blind fire, or rip him in half with your Lancer's chainsaw!
In Gears of War: The Board Game you must fulfill one of seven randomly constructed missions and support your fellow COGs as your team engages an unflinching enemy in furious, white-knuckle firefights! Only through teamwork and communication will you gain a tactical advantage, completing your mission and striking a blow for humanity.
You'll need every soldier you can get if you hope to send the Locust horde back to their holes. Leave no man behind!
ERRATA
- In the Roadblocks mission level 3, use tile 12A instead of 3A.
- In the rules, under Component List, the following three entries are incorrect:
-- 23 Wound/Dropped Weapon Markers, should be 22
-- 12 Grenade Tokens, should be 14
-- 36 Ammo Tokens, should be 44
",https://cf.geekdo-images.com/3A6PI0FkgTLiaESApz5PZg__previewthumb/img/TOebno7PwXa8hJNhO2oZqOixyQE=/fit-in/300x320/filters:strip_icc()/pic1004112.jpg
